,name,team,apps,mins,goals,assists,xG,xA,xG90,xA90,league,year
419,Salvatore Sirigu,Chievo,36,3169,0,0,0.00,0.02,0.0,0.0,3,2018
420,Valentin Eysseric,Fiorentina,8,353,0,1,0.14,1.34,0.04,0.34,3,2018
421,Koffi Djidji,Torino,17,1386,0,0,0.03,0.00,0.0,0.0,3,2018
422,Kevin Malcuit,Napoli,24,1811,0,2,0.37,2.53,0.02,0.13,3,2018
423,Nicola Dalmonte,Genoa,3,36,0,0,0.15,0.05,0.38,0.13,3,2018
424,Ezequiel Schelotto,Chievo,4,141,0,0,0.03,0.07,0.02,0.05,3,2018
425,Gabriele Moncini,SPAL 2013,1,7,0,0,0.00,0.05,0.0,0.62,3,2018
426,Alessio Cragno,Cagliari,38,3420,0,0,0.00,0.02,0.0,0.0,3,2018
427,Darwin Machís,Udinese,13,444,0,1,1.07,0.90,0.22,0.18,3,2018
428,Lucas Piazon,Chievo,4,77,0,0,0.16,0.01,0.19,0.01,3,2018
429,Alberto Cerri,Cagliari,15,664,0,0,1.78,1.15,0.24,0.16,3,2018
430,Bartosz Bereszynski,Sampdoria,27,2196,0,2,0.27,0.64,0.01,0.03,3,2018
431,Lorenco Simic,SPAL 2013,8,231,0,0,0.77,0.59,0.3,0.23,3,2018
432,Orji Okwonkwo,Bologna,8,245,0,0,0.43,0.10,0.16,0.04,3,2018
433,Andrea Beghetto,Frosinone,27,2229,0,3,0.94,3.89,0.04,0.16,3,2018
434,Francesco Rossi,Atalanta,1,1,0,0,0.00,0.00,0.0,0.0,3,2018
435,Sofian Kiyine,Chievo,23,797,0,1,0.71,0.75,0.08,0.08,3,2018
436,Grigoris Kastanos,Juventus,1,62,0,0,0.00,0.00,0.0,0.0,3,2018
437,Luca Pellegrini,Cagliari,16,1102,0,2,0.03,1.25,0.0,0.1,3,2018
438,Juan Manuel Valencia,Roma,1,27,0,0,0.02,0.00,0.07,0.0,3,2018
439,Riza Durmisi,Bologna,10,309,0,1,0.16,0.80,0.05,0.23,3,2018
440,Nicolás Schiappacase,Parma Calcio 1913,3,82,0,0,0.03,0.00,0.03,0.0,3,2018
441,Dalbert,Inter,11,779,0,1,0.15,1.06,0.02,0.12,3,2018
442,Yann Karamoh,Inter,1,4,0,0,0.00,0.00,0.0,0.0,3,2018
443,Carlo Pinsoglio,Juventus,1,90,0,0,0.00,0.00,0.0,0.0,3,2018
444,Vanja Milinkovic-Savic,SPAL 2013,2,165,0,0,0.00,0.00,0.0,0.0,3,2018
445,Vitor Hugo,Fiorentina,30,2466,0,3,0.79,0.90,0.03,0.03,3,2018
446,Manuel Lazzari,SPAL 2013,33,2851,0,8,1.43,6.03,0.05,0.19,3,2018
447,Pasquale Schiattarella,SPAL 2013,28,1847,0,4,0.54,1.80,0.03,0.09,3,2018
448,Giacomo Poluzzi,SPAL 2013,1,3,0,0,0.00,0.00,0.0,0.0,3,2018
449,Amato Ciciretti,Parma Calcio 1913,6,134,0,0,0.07,0.09,0.05,0.06,3,2018
450,Stephane Omeonga,Genoa,3,52,0,0,0.00,0.12,0.0,0.21,3,2018
451,Antonin Barak,Udinese,8,322,0,0,0.18,0.19,0.05,0.05,3,2018
452,Svante Ingelsson,Udinese,3,91,0,0,0.05,0.00,0.05,0.0,3,2018
453,Mehdi Leris,Chievo,23,1616,0,2,1.80,0.92,0.1,0.05,3,2018
454,Mattia Bani,Chievo,30,2613,0,0,1.11,0.94,0.04,0.03,3,2018
455,Pawel Jaroszynski,Chievo,19,1355,0,0,0.17,1.52,0.01,0.1,3,2018
456,Esteban Rolón,Genoa,19,1028,0,0,0.81,0.48,0.07,0.04,3,2018
457,Marvin Zeegelaar,Udinese,12,957,0,0,0.06,0.20,0.01,0.02,3,2018
458,Joachim Andersen,Sampdoria,32,2880,0,1,0.82,0.67,0.03,0.02,3,2018
459,Bruno Jordao,Lazio,3,85,0,0,0.01,0.02,0.01,0.02,3,2018
460,Rick Karsdorp,Roma,11,596,0,1,0.00,0.27,0.0,0.04,3,2018
461,Pedro Neto,Lazio,4,39,0,0,0.03,0.04,0.07,0.1,3,2018
462,Vincenzo Millico,Torino,1,1,0,0,0.00,0.00,0.0,0.0,3,2018
463,Everton Luiz,SPAL 2013,10,304,0,0,0.03,0.00,0.01,0.0,3,2018
464,Charalampos Lykogiannis,Cagliari,11,831,0,1,0.18,1.12,0.02,0.12,3,2018
465,Iuri Medeiros,Genoa,2,114,0,0,0.12,0.13,0.09,0.1,3,2018
466,Riccardo Sottil,Fiorentina,2,16,0,0,0.08,0.00,0.44,0.0,3,2018
467,Dejan Kulusevski,Atalanta,3,104,0,0,0.09,0.00,0.08,0.0,3,2018
468,Strahinja Tanasijevic,Chievo,1,17,0,0,0.05,0.00,0.27,0.0,3,2018
469,Adrian Semper,Chievo,6,540,0,0,0.00,0.00,0.0,0.0,3,2018
470,Silvio Proto,Lazio,2,180,0,0,0.00,0.00,0.0,0.0,3,2018
471,Bremer,Torino,5,180,0,0,0.01,0.04,0.01,0.02,3,2018
472,Vitalie Damascan,Torino,1,1,0,0,0.00,0.00,0.0,0.0,3,2018
473,Robin Olsen,Roma,27,2430,0,0,0.00,0.06,0.0,0.0,3,2018
474,Ante Coric,Roma,2,22,0,0,0.01,0.00,0.03,0.0,3,2018
475,Iván Marcano,Roma,10,810,0,0,0.10,0.66,0.01,0.07,3,2018
476,Nehuén Paz,Bologna,2,113,0,0,0.00,0.00,0.0,0.0,3,2018
477,Mattias Svanberg,Bologna,23,1168,0,3,1.02,1.28,0.08,0.1,3,2018
478,Lorenzo Dickmann,SPAL 2013,6,169,0,0,0.11,0.00,0.06,0.0,3,2018
479,Pietro Terracciano,Empoli,10,900,0,0,0.00,0.00,0.0,0.0,3,2018
480,Jacob Rasmussen,Empoli,14,1011,0,1,0.14,0.12,0.01,0.01,3,2018
481,Ismael Bennacer,Empoli,37,2958,0,5,0.56,2.30,0.02,0.07,3,2018
482,Ivan Provedel,Empoli,16,1440,0,0,0.00,0.11,0.0,0.01,3,2018
483,Joel Untersee,Empoli,3,119,0,0,0.00,0.00,0.0,0.0,3,2018
484,Filip Bradaric,Cagliari,27,1494,0,2,0.34,0.57,0.02,0.03,3,2018
485,Simone Iacoponi,Parma Calcio 1913,38,3355,0,0,0.79,0.67,0.02,0.02,3,2018
486,Leo Stulac,Parma Calcio 1913,26,1451,0,2,0.66,1.94,0.04,0.12,3,2018
487,Pierluigi Frattali,Parma Calcio 1913,1,90,0,0,0.00,0.00,0.0,0.0,3,2018
488,Alessio Da Cruz,Parma Calcio 1913,3,138,0,0,0.05,0.00,0.03,0.0,3,2018
489,William Troost-Ekong,Udinese,35,3070,0,0,0.35,0.36,0.01,0.01,3,2018
490,Felipe Vizeu,Udinese,5,24,0,0,0.02,0.03,0.07,0.11,3,2018
491,Hidde ter Avest,Udinese,13,998,0,1,0.15,0.33,0.01,0.03,3,2018
492,Nicholas Opoku,Udinese,12,913,0,0,0.25,0.02,0.02,0.0,3,2018
493,Giangiacomo Magnani,Sassuolo,19,1516,0,1,0.16,0.18,0.01,0.01,3,2018
494,Leonardo Sernicola,Sassuolo,1,1,0,0,0.00,0.00,0.0,0.0,3,2018
495,Jens Odgaard,Sassuolo,1,14,0,0,0.00,0.00,0.0,0.0,3,2018
496,Matteo Pessina,Atalanta,12,225,0,1,0.05,0.33,0.02,0.13,3,2018
497,Arkadiusz Reca,Atalanta,3,43,0,0,0.00,0.43,0.0,0.9,3,2018
498,Luca Matarese,Frosinone,2,12,0,0,0.00,0.00,0.0,0.0,3,2018
499,Nicolò Brighenti,Frosinone,11,990,0,0,0.30,0.13,0.03,0.01,3,2018
500,Francisco Sierralta,Parma Calcio 1913,6,263,0,0,0.03,0.60,0.01,0.2,3,2018
501,Darijo Srna,Cagliari,26,2091,0,3,0.56,3.00,0.02,0.13,3,2018
502,Christian Nørgaard,Fiorentina,6,331,0,0,0.00,0.11,0.0,0.03,3,2018
503,Dusan Vlahovic,Fiorentina,10,142,0,0,1.45,0.14,0.92,0.09,3,2018
504,Tòfol Montiel,Fiorentina,1,2,0,0,0.03,0.39,1.14,17.62,3,2018
505,David Hancko,Fiorentina,5,283,0,0,0.29,0.10,0.09,0.03,3,2018
506,Joaquín Ardáiz,Frosinone,1,17,0,0,0.00,0.00,0.0,0.0,3,2018
507,Gabriele Corbo,Bologna,1,4,0,0,0.00,0.00,0.0,0.0,3,2018
508,Koray Günter,Genoa,14,824,0,0,0.14,0.54,0.02,0.06,3,2018
509,Juan Musso,Udinese,29,2610,0,0,0.00,0.03,0.0,0.0,3,2018
510,Omar Colley,Sampdoria,21,1765,0,0,0.49,0.18,0.02,0.01,3,2018
511,Ronaldo Vieira,Sampdoria,14,589,0,0,0.35,0.17,0.05,0.03,3,2018
512,Mauro Burruchaga,Chievo,1,58,0,0,0.01,0.00,0.02,0.0,3,2018
513,Júnior Tavares,Sampdoria,3,187,0,0,0.01,0.32,0.01,0.16,3,2018
514,Sergej Grubac,Chievo,3,158,0,0,0.33,0.06,0.19,0.03,3,2018
515,Valon Berisha,Lazio,8,185,0,0,0.02,0.38,0.01,0.19,3,2018
516,Rai Vloet,Frosinone,5,116,0,0,0.19,0.17,0.15,0.14,3,2018
517,Ben Wilmot,Udinese,5,193,0,0,0.02,0.06,0.01,0.03,3,2018
518,Petar Micin,Udinese,1,2,0,0,0.00,0.00,0.0,0.0,3,2018
519,Matteo Scozzarella,Parma Calcio 1913,22,1479,0,3,0.18,2.27,0.01,0.14,3,2018
520,Musa Juwara,Chievo,1,10,0,0,0.00,0.00,0.0,0.0,3,2018
521,Riccardo Doratiotto,Cagliari,1,81,0,0,0.00,0.00,0.0,0.0,3,2018
522,Zan Celar,Roma,1,4,0,0,0.00,0.00,0.0,0.0,3,2018
523,Francesco Verde,Cagliari,1,9,0,0,0.00,0.00,0.0,0.0,3,2018
524,Abdou Diakhate,Parma Calcio 1913,1,1,0,0,0.00,0.00,0.0,0.0,3,2018
525,Roberto Piccoli,Atalanta,2,44,0,0,0.21,0.00,0.43,0.0,3,2018
526,Jandrei,Genoa,1,90,0,0,0.00,0.00,0.0,0.0,3,2018
527,Dimitri Oberlin,Empoli,5,130,0,0,0.00,0.08,0.0,0.06,3,2018
528,Dimitris Nikolaou,Empoli,4,351,0,0,0.00,0.00,0.0,0.0,3,2018
529,Kiril Despodov,Cagliari,4,96,0,0,0.00,0.00,0.0,0.0,3,2018
