,name,team,apps,mins,goals,assists,xG,xA,xG90,xA90,league,year
106,Yaya Sanogo,Toulouse,21,1240,3,0,7.19,0.71,0.52,0.05,5,2018
107,Mehdi Abeid,Dijon,26,2029,3,0,2.78,1.35,0.12,0.06,5,2018
108,Loïck Landre,Nimes,22,1589,3,0,1.41,0.00,0.08,0.0,5,2018
109,Sada Thioub,Nimes,38,2492,3,5,3.67,2.57,0.13,0.09,5,2018
110,Naim Sliti,Dijon,35,2299,3,4,5.03,5.94,0.2,0.23,5,2018
111,Jonathan Ikone,Lille,38,2850,3,9,5.38,6.09,0.17,0.19,5,2018
112,Thomas Meunier,Paris Saint Germain,22,1614,3,3,3.00,3.97,0.17,0.22,5,2018
113,Arnaud Nordin,Saint-Etienne,25,1037,3,1,3.67,1.51,0.32,0.13,5,2018
114,Yann Karamoh,Bordeaux,22,1230,3,1,4.49,2.04,0.33,0.15,5,2018
115,Saif-Eddine Khaoui,Caen,25,1371,3,1,1.63,0.45,0.11,0.03,5,2018
116,Felix Eboa Eboa,Guingamp,27,2430,3,0,2.16,0.30,0.08,0.01,5,2018
117,Luiz Araujo,Lille,25,750,3,2,2.19,0.86,0.26,0.1,5,2018
118,Andreas Cornelius,Bordeaux,20,756,3,1,1.97,0.41,0.23,0.05,5,2018
119,Suk Hyun-Jun,Reims,22,772,3,0,2.92,0.49,0.34,0.06,5,2018
120,Kostas Mitroglou,Marseille,14,590,3,0,4.51,0.21,0.69,0.03,5,2018
121,Ibrahima Sissoko,Strasbourg,32,2671,3,2,1.12,2.28,0.04,0.08,5,2018
122,Naif Aguerd,Dijon,13,1051,3,0,1.59,0.04,0.14,0.0,5,2018
123,Samuel Kalu,Bordeaux,21,1269,3,2,2.92,3.92,0.21,0.28,5,2018
124,Boulaye Dia,Reims,18,751,3,0,3.80,0.91,0.46,0.11,5,2018
125,Arbër Zeneli,Reims,15,807,3,3,3.00,1.84,0.33,0.21,5,2018
126,Luiz Gustavo,Marseille,30,2426,2,0,2.33,0.50,0.09,0.02,5,2018
127,Jason Denayer,Lyon,31,2756,2,0,1.71,0.22,0.06,0.01,5,2018
128,Stevan Jovetic,Monaco,8,393,2,0,1.86,0.81,0.43,0.19,5,2018
129,Sanjin Prcic,Strasbourg,13,1055,2,1,0.40,0.91,0.03,0.08,5,2018
130,Jordan Ferri,Lyon,28,2001,2,1,0.75,2.88,0.03,0.13,5,2018
131,Adrien Rabiot,Nimes,14,1067,2,1,1.85,0.49,0.16,0.04,5,2018
132,Remi Walter,Paris Saint Germain,19,823,2,0,2.45,0.33,0.27,0.04,5,2018
133,Daniel Congré,Nice,37,3294,2,2,1.42,0.83,0.04,0.02,5,2018
134,Rony Lopes,Montpellier,24,1865,2,2,3.88,4.65,0.19,0.22,5,2018
135,Issiaga Sylla,Monaco,24,1994,2,0,2.02,1.66,0.09,0.07,5,2018
136,Yacine Bammou,Toulouse,17,909,2,0,1.38,0.30,0.14,0.03,5,2018
137,Benjamin Jeannot,Caen,21,1467,2,0,3.17,0.37,0.19,0.02,5,2018
138,Romain Thomas,Dijon,28,2397,2,1,1.74,1.00,0.07,0.04,5,2018
139,Nolan Roux,Angers,26,1529,2,0,4.70,0.82,0.28,0.05,5,2018
140,Damien Da Silva,Rennes,33,2875,2,1,1.75,0.18,0.05,0.01,5,2018
141,Prince Oniangué,Caen,31,2347,2,0,2.77,0.46,0.11,0.02,5,2018
142,Clément Grenier,Rennes,33,2668,2,5,4.21,4.92,0.14,0.17,5,2018
143,Nicolas Pallois,Nantes,24,2160,2,0,1.41,0.12,0.06,0.0,5,2018
144,Baptiste Guillaume,Nimes,24,1203,2,1,2.90,0.68,0.22,0.05,5,2018
145,Paul Lasne,Montpellier,35,1758,2,0,1.37,1.80,0.07,0.09,5,2018
146,Oussama Haddadi,Dijon,32,2687,2,2,0.58,2.56,0.02,0.09,5,2018
147,Pierre Lees-Melou,Nice,30,2390,2,1,3.06,2.53,0.12,0.1,5,2018
148,Kwon Chang-Hoon,Dijon,19,928,2,0,1.65,0.67,0.16,0.06,5,2018
149,Xeka,Lille,27,2280,2,0,1.65,0.53,0.07,0.02,5,2018
150,Diego Carlos,Nantes,35,3149,2,0,1.97,0.75,0.06,0.02,5,2018
151,Mateo Pavlovic,Angers,30,2490,2,1,2.71,0.19,0.1,0.01,5,2018
152,Samuel Moutoussamy,Nantes,28,1650,2,3,2.49,1.52,0.14,0.08,5,2018
153,Andrei Girotto,Nantes,20,1480,2,0,1.11,0.33,0.07,0.02,5,2018
154,Ferland Mendy,Lyon,30,2531,2,1,0.84,3.27,0.03,0.12,5,2018
155,Ignatius Ganago,Nice,20,1033,2,0,2.44,1.01,0.21,0.09,5,2018
156,Wilfried Kanga,Angers,18,463,2,0,1.98,0.33,0.38,0.06,5,2018
157,John Mendoza,Amiens,25,1889,2,2,2.56,1.33,0.12,0.06,5,2018
158,Moussa Diaby,Paris Saint Germain,25,1123,2,6,2.48,4.24,0.2,0.34,5,2018
159,Ambroise Oyongo,Montpellier,26,2145,2,0,1.05,1.04,0.04,0.04,5,2018
160,Anthony Briancon,Nimes,33,2926,2,2,3.42,0.33,0.11,0.01,5,2018
161,Umut Bozok,Nimes,25,1237,2,3,4.30,2.34,0.31,0.17,5,2018
162,Herve Lybohy,Nimes,17,1475,2,0,0.87,0.00,0.05,0.0,5,2018
163,Jules Keita,Dijon,17,425,2,1,2.32,0.66,0.49,0.14,5,2018
164,Xavier Chavalerin,Reims,36,3240,2,2,0.89,4.08,0.02,0.11,5,2018
165,Juan Ferney Otero,Amiens,33,2185,2,2,2.80,2.49,0.12,0.1,5,2018
166,Toma Basic,Bordeaux,23,1326,2,0,1.61,2.25,0.11,0.15,5,2018
167,Youssouf Fofana,Strasbourg,17,902,2,1,1.12,0.58,0.11,0.06,5,2018
168,Cristian,Angers,19,330,2,0,2.05,0.70,0.56,0.19,5,2018
169,Carlos Vinicius,Monaco,16,493,2,1,2.77,0.47,0.51,0.09,5,2018
170,Hiroki Sakai,Marseille,27,2372,1,4,0.26,3.18,0.01,0.12,5,2018
171,Dante,Nice,36,3228,1,1,1.24,0.19,0.03,0.01,5,2018
172,Neven Subotic,Saint-Etienne,26,2155,1,0,2.24,0.44,0.09,0.02,5,2018
173,Juan Bernat,Paris Saint Germain,25,1837,1,2,0.75,3.27,0.04,0.16,5,2018
174,Benjamin Henrichs,Monaco,22,1834,1,2,0.39,2.08,0.02,0.1,5,2018
175,Abdul Rahman Baba,Reims,11,967,1,1,0.20,0.76,0.02,0.07,5,2018
176,Cesc Fàbregas,Monaco,13,965,1,0,1.42,0.74,0.13,0.07,5,2018
177,Lamine Koné,Strasbourg,27,2141,1,1,0.70,0.82,0.03,0.03,5,2018
178,Erik Pieters,Amiens,15,1261,1,1,0.97,0.59,0.07,0.04,5,2018
179,Lucas Evangelista,Nantes,14,723,1,0,0.83,0.10,0.1,0.01,5,2018
180,Kevin Strootman,Marseille,28,1934,1,5,1.05,1.65,0.05,0.08,5,2018
181,Dani Alves,Paris Saint Germain,23,1633,1,7,1.48,6.92,0.08,0.38,5,2018
182,Emil Krafth,Amiens,35,2974,1,1,0.68,3.03,0.02,0.09,5,2018
183,Kamil Glik,Monaco,33,2970,1,0,1.30,0.05,0.04,0.0,5,2018
184,Adil Rami,Marseille,16,1414,1,1,0.77,1.77,0.05,0.11,5,2018
185,Thilo Kehrer,Paris Saint Germain,27,1899,1,2,2.20,0.69,0.1,0.03,5,2018
186,Petar Skuletic,Montpellier,28,549,1,1,3.71,1.71,0.61,0.28,5,2018
187,Alexis Blin,Amiens,27,2013,1,1,0.28,0.43,0.01,0.02,5,2018
188,Étienne Didot,Guingamp,31,2110,1,1,0.59,1.80,0.03,0.08,5,2018
189,Pedro Mendes,Montpellier,31,2667,1,0,0.59,0.27,0.02,0.01,5,2018
190,Mehdi Zeffane,Rennes,20,1207,1,0,0.67,0.96,0.05,0.07,5,2018
191,Frederic Guilbert,Caen,34,2920,1,2,0.30,2.84,0.01,0.09,5,2018
192,Valentin Vada,Bordeaux,14,422,1,1,0.37,0.90,0.08,0.19,5,2018
193,Pablo,Saint-Etienne,25,1941,1,1,1.21,0.54,0.06,0.03,5,2018
194,Layvin Kurzawa,Bordeaux,19,1006,1,2,1.31,3.73,0.12,0.33,5,2018
195,Mathieu Bodmer,Paris Saint Germain,26,1047,1,0,0.96,0.91,0.08,0.08,5,2018
196,Alexander Djiku,Amiens,31,2756,1,0,0.44,0.25,0.01,0.01,5,2018
197,Yannick Cahuzac,Caen,23,1426,1,0,0.19,0.44,0.01,0.03,5,2018
198,Ramy Bensebaini,Toulouse,25,2160,1,0,1.44,1.06,0.06,0.04,5,2018
199,Bouna Sarr,Rennes,29,2249,1,1,1.37,2.02,0.05,0.08,5,2018
200,Léo Dubois,Lyon,25,2048,1,6,0.99,4.53,0.04,0.2,5,2018
201,Yannis Salibur,Guingamp,22,891,1,3,1.91,2.88,0.19,0.29,5,2018
202,Younousse Sankhare,Saint-Etienne,22,1480,1,3,2.02,1.03,0.12,0.06,5,2018
203,Ludovic Blas,Bordeaux,34,2381,1,6,2.26,2.96,0.09,0.11,5,2018
204,Marcus Coco,Guingamp,33,1839,1,2,3.18,1.32,0.16,0.06,5,2018
205,Vincent Manceau,Guingamp,31,2790,1,1,0.43,1.36,0.01,0.04,5,2018
206,Kévin Monnet-Paquet,Angers,23,1487,1,1,1.74,1.55,0.11,0.09,5,2018
207,Benjamin Corgnet,Saint-Etienne,17,658,1,2,1.63,1.17,0.22,0.16,5,2018
208,Valentin Eysseric,Strasbourg,5,213,1,0,1.83,0.19,0.77,0.08,5,2018
209,Jean-Victor Makengo,Nantes,25,1008,1,0,1.33,1.08,0.12,0.1,5,2018
210,Christophe Jallet,Nice,14,890,1,0,0.48,0.21,0.05,0.02,5,2018
211,Jérémy Sorbon,Guingamp,33,2641,1,0,0.63,0.15,0.02,0.01,5,2018
212,Loic Perrin,Saint-Etienne,31,2706,1,1,0.71,0.81,0.02,0.03,5,2018
213,Maxime Lopez,Marseille,32,2192,1,3,0.40,3.33,0.02,0.14,5,2018
214,Mickael Le Bihan,Nice,5,197,1,0,1.15,0.00,0.53,0.0,5,2018
215,Christopher Jullien,Toulouse,34,3016,1,0,2.54,1.28,0.08,0.04,5,2018
216,Yeni N'Gbakoto,Guingamp,15,551,1,0,1.30,0.52,0.21,0.08,5,2018
217,Pietro Pellegri,Monaco,3,77,1,0,0.05,0.08,0.06,0.1,5,2018
218,Josh Maja,Bordeaux,7,197,1,0,0.76,0.04,0.35,0.02,5,2018
219,Gabriel,Lille,14,1058,1,0,0.61,0.17,0.05,0.01,5,2018
220,Malang Sarr,Nice,35,2994,1,1,1.02,0.61,0.03,0.02,5,2018
221,Bassem Srarfi,Nice,22,802,1,0,1.45,0.60,0.16,0.07,5,2018
222,Baptiste Santamaria,Angers,38,3256,1,0,1.19,0.50,0.03,0.01,5,2018
223,Lamine Ghezali,Saint-Etienne,6,27,1,0,0.48,0.00,1.59,0.0,5,2018
224,Firmin Ndombe Mubele,Toulouse,15,451,1,0,1.06,0.17,0.21,0.03,5,2018
225,Ibrahim Sangare,Toulouse,28,2462,1,3,1.36,1.72,0.05,0.06,5,2018
226,Jordan Marié,Dijon,26,1807,1,1,0.89,0.43,0.04,0.02,5,2018
227,Boubacar Kamara,Marseille,31,2412,1,0,1.17,0.24,0.04,0.01,5,2018
228,Mihailo Ristic,Montpellier,10,315,1,0,0.95,0.12,0.27,0.03,5,2018
229,Prince,Amiens,30,2624,1,0,0.21,0.15,0.01,0.0,5,2018
230,Tanguy NDombele Alvaro,Lyon,34,2692,1,7,1.91,3.72,0.06,0.12,5,2018
231,Tristan Dingome,Reims,20,1371,1,3,0.39,2.03,0.03,0.13,5,2018
232,Ruben Aguilar,Montpellier,29,2532,1,4,0.90,2.58,0.03,0.09,5,2018
233,Bakaye Dibassy,Amiens,34,2941,1,1,1.12,0.36,0.03,0.01,5,2018
234,Kévin Zohi,Strasbourg,20,610,1,1,0.80,0.65,0.12,0.1,5,2018
235,Boubakary Soumare,Lille,18,532,1,1,0.85,0.45,0.14,0.08,5,2018
236,Timothy Weah,Paris Saint Germain,2,58,1,0,0.97,0.12,1.5,0.19,5,2018
237,Jean-Clair Todibo,Toulouse,10,835,1,0,0.18,0.11,0.02,0.01,5,2018
238,Sofiane Alakouch,Nimes,25,1908,1,0,0.47,1.60,0.02,0.08,5,2018
239,Mehmet Zeki Çelik,Lille,34,2987,1,5,0.90,2.93,0.03,0.09,5,2018
240,Senou Coulibaly,Dijon,9,404,1,0,0.12,0.25,0.03,0.06,5,2018
241,Makhtar Gueye,Saint-Etienne,5,36,1,1,0.19,0.57,0.48,1.43,5,2018
242,Cheick Timite,Amiens,27,1447,1,1,2.32,1.23,0.14,0.08,5,2018
243,Rafal Kurzawa,Amiens,11,223,1,0,0.42,0.16,0.17,0.06,5,2018
244,Anthony Limbombe,Nantes,29,1220,1,1,2.04,2.96,0.15,0.22,5,2018
245,Rui Fonte,Lille,18,596,1,0,0.73,0.20,0.11,0.03,5,2018
246,Björn Engels,Reims,33,2970,1,1,1.12,1.15,0.03,0.03,5,2018
247,Mickaël Alphonse,Dijon,11,560,1,0,0.19,0.35,0.03,0.06,5,2018
248,Jakob Johansson,Rennes,16,703,1,0,0.20,0.50,0.03,0.06,5,2018
249,Kalidou Sidibe,Toulouse,20,1281,1,0,0.22,0.18,0.02,0.01,5,2018
250,Benoit Badiashile Mukinayi,Monaco,20,1763,1,0,0.88,0.09,0.04,0.0,5,2018
251,Bafode Diakite,Toulouse,9,632,1,0,0.08,0.04,0.01,0.01,5,2018
252,Metehan Guclu,Paris Saint Germain,1,15,1,0,0.21,0.09,1.23,0.55,5,2018
253,Marcelo,Lyon,33,2882,0,1,1.59,1.68,0.05,0.05,5,2018
254,Diego Benaglio,Monaco,23,2058,0,0,0.00,0.00,0.0,0.0,5,2018
255,Naldo,Monaco,7,308,0,0,0.69,0.02,0.2,0.0,5,2018
256,Sheyi Ojo,Reims,15,443,0,0,1.17,0.16,0.24,0.03,5,2018
257,Nacer Chadli,Monaco,16,690,0,0,0.11,0.46,0.01,0.06,5,2018
258,Diafra Sakho,Rennes,2,149,0,0,0.09,0.00,0.05,0.0,5,2018
259,Matt Miazga,Nantes,8,720,0,0,0.35,0.22,0.04,0.03,5,2018
260,Yann M'Vila,Saint-Etienne,37,3264,0,1,0.42,0.89,0.01,0.02,5,2018
261,Manu García,Toulouse,31,1858,0,4,0.68,1.83,0.03,0.09,5,2018
262,Jordan Amavi,Marseille,28,2177,0,2,0.58,1.86,0.02,0.08,5,2018
263,Franck Tabanou,Guingamp,2,180,0,0,0.00,0.00,0.0,0.0,5,2018
264,Papy Djilobodji,Guingamp,4,173,0,0,0.04,0.05,0.02,0.02,5,2018
265,Antonio Barreca,Monaco,7,597,0,1,0.10,0.32,0.02,0.05,5,2018
266,Leandro Paredes,Paris Saint Germain,16,1252,0,2,0.41,2.12,0.03,0.15,5,2018
267,Gianluigi Buffon,Paris Saint Germain,17,1530,0,0,0.00,0.00,0.0,0.0,5,2018
268,Assane Diousse,Saint-Etienne,7,201,0,0,0.03,0.57,0.01,0.26,5,2018
269,Ciprian Tatarusanu,Nantes,27,2392,0,0,0.00,0.00,0.0,0.0,5,2018
270,Steve Mandanda,Marseille,31,2739,0,0,0.00,0.00,0.0,0.0,5,2018
271,Didier Ndong,Guingamp,11,748,0,0,0.10,0.08,0.01,0.01,5,2018
272,Georges-Kévin Nkoudou,Monaco,3,18,0,0,0.10,0.00,0.5,0.0,5,2018
273,Fabio,Nantes,20,1294,0,2,0.04,0.91,0.0,0.06,5,2018
274,Jérémy Pied,Lille,11,445,0,2,0.00,1.18,0.0,0.24,5,2018
275,Gabriel Silva,Saint-Etienne,19,1428,0,2,0.21,1.52,0.01,0.1,5,2018
276,William Vainqueur,Monaco,3,79,0,0,0.00,0.00,0.0,0.0,5,2018
277,Rene Krhin,Nantes,16,1065,0,0,0.33,0.01,0.03,0.0,5,2018
278,Pape Cheikh,Lyon,12,453,0,0,0.37,0.08,0.07,0.02,5,2018
279,Alphonse Areola,Paris Saint Germain,21,1890,0,0,0.00,0.00,0.0,0.0,5,2018
280,Danilo,Nice,22,1555,0,0,1.78,1.03,0.1,0.06,5,2018
281,Facundo Píriz,Montpellier,6,104,0,0,0.00,0.00,0.0,0.0,5,2018
282,Tomas Hubocan,Marseille,2,68,0,0,0.01,0.00,0.02,0.0,5,2018
283,François Moubandje,Toulouse,22,1934,0,0,0.38,0.97,0.02,0.05,5,2018
284,Yann Bodiger,Toulouse,1,12,0,0,0.00,0.00,0.0,0.0,5,2018
285,Mauro Goicoechea,Toulouse,8,713,0,0,0.00,0.00,0.0,0.0,5,2018
286,Benoit Costil,Bordeaux,37,3330,0,0,0.00,0.03,0.0,0.0,5,2018
287,Ludovic Baal,Rennes,2,122,0,0,0.00,0.00,0.0,0.0,5,2018
288,Giovanni Sio,Montpellier,1,67,0,0,0.00,0.05,0.0,0.06,5,2018
289,Yoann Gourcuff,Dijon,8,117,0,0,0.38,0.13,0.29,0.1,5,2018
290,Hamari Traore,Rennes,34,2974,0,2,1.98,3.76,0.06,0.11,5,2018
291,Aly Ndom,Caen,12,396,0,0,0.06,0.02,0.01,0.01,5,2018
292,Paul Bernardoni,Reims,38,3420,0,0,0.00,0.04,0.0,0.0,5,2018
293,Cédric Yambéré,Nimes,33,2806,0,0,2.16,0.25,0.07,0.01,5,2018
294,Anthony Lopes,Dijon,34,3060,0,0,0.00,0.00,0.0,0.0,5,2018
295,Rafael,Lyon,18,1004,0,1,0.06,0.69,0.01,0.06,5,2018
296,Jérémy Morel,Lyon,12,1067,0,0,0.04,0.21,0.0,0.02,5,2018
