,name,team,apps,mins,goals,assists,xG,xA,xG90,xA90,league,year
298,Kevin Möhwald,Werder Bremen,1,74,0,0,0.06,0.00,0.07,0.0,4,2019
299,Evan Ndicka,Eintracht Frankfurt,1,90,0,0,0.00,0.00,0.0,0.0,4,2019
300,Lucas Torró,Eintracht Frankfurt,1,1,0,0,0.00,0.00,0.0,0.0,4,2019
301,Pavao Pervan,Wolfsburg,2,180,0,0,0.00,0.00,0.0,0.0,4,2019
302,Jean Zimmer,Fortuna Duesseldorf,3,109,0,0,0.26,0.07,0.21,0.06,4,2019
303,Benito Raman,Schalke 04,3,192,0,0,0.44,0.13,0.21,0.06,4,2019
304,Robin Bormuth,Fortuna Duesseldorf,1,90,0,0,0.00,0.00,0.0,0.0,4,2019
305,Florian Neuhaus,Borussia M.Gladbach,5,412,0,0,0.23,0.94,0.05,0.21,4,2019
306,Paulinho,Bayer Leverkusen,1,5,0,0,0.00,0.00,0.0,0.0,4,2019
307,Pierre Kunde,Mainz 05,4,276,0,0,0.14,0.00,0.05,0.0,4,2019
308,Matheus Cunha,RasenBallsport Leipzig,2,71,0,0,0.11,0.02,0.14,0.03,4,2019
309,Jonathan Burkardt,Mainz 05,3,64,0,0,0.15,0.00,0.21,0.0,4,2019
310,Adam Bodzek,Fortuna Duesseldorf,4,291,0,0,0.14,0.04,0.04,0.01,4,2019
311,Michael Lang,Werder Bremen,3,270,0,0,0.13,0.46,0.04,0.15,4,2019
312,Fredrik Jensen,Augsburg,1,6,0,0,0.00,0.00,0.0,0.0,4,2019
313,Oliver Fink,Fortuna Duesseldorf,3,166,0,1,0.08,0.15,0.04,0.08,4,2019
314,Benjamin Goller,Werder Bremen,2,91,0,0,0.10,0.00,0.1,0.0,4,2019
315,Ozan Kabak,Schalke 04,1,2,0,0,0.00,0.00,0.0,0.0,4,2019
316,Keven Schlotterbeck,Union Berlin,3,263,0,0,0.07,0.00,0.02,0.0,4,2019
317,Christoph Baumgartner,Hoffenheim,2,80,0,0,0.09,0.13,0.1,0.14,4,2019
318,Nico Schlotterbeck,Freiburg,3,270,0,0,0.16,0.03,0.05,0.01,4,2019
319,Amadou Haidara,RasenBallsport Leipzig,2,52,0,0,0.25,0.12,0.44,0.2,4,2019
320,Brandon Borrello,Freiburg,3,217,0,0,0.20,0.02,0.08,0.01,4,2019
321,Xaver Schlager,Wolfsburg,3,188,0,1,0.16,0.42,0.08,0.2,4,2019
322,Joao Victor,Wolfsburg,4,231,0,0,0.30,0.05,0.12,0.02,4,2019
323,Kingsley Ehizibue,FC Cologne,5,380,0,0,0.04,0.11,0.01,0.03,4,2019
324,Rafael Czichos,FC Cologne,5,450,0,0,0.40,0.11,0.08,0.02,4,2019
325,Birger Verstraete,FC Cologne,4,356,0,0,0.05,0.30,0.01,0.08,4,2019
326,Kingsley Schindler,FC Cologne,4,336,0,0,0.03,0.14,0.01,0.04,4,2019
327,Darko Churlinov,FC Cologne,1,19,0,0,0.00,0.03,0.0,0.13,4,2019
328,Sebastiaan Bornauw,FC Cologne,4,360,0,0,0.00,0.08,0.0,0.02,4,2019
329,Matthias Bader,FC Cologne,1,10,0,0,0.00,0.00,0.0,0.0,4,2019
330,Jamilu Collins,Paderborn,5,450,0,0,0.78,0.24,0.16,0.05,4,2019
331,Kai Pröger,Paderborn,4,117,0,0,0.00,0.05,0.0,0.04,4,2019
332,Klaus Gjasula,Paderborn,5,428,0,0,0.08,0.06,0.02,0.01,4,2019
333,Sebastian Vasiliadis,Paderborn,5,450,0,1,0.36,1.54,0.07,0.31,4,2019
334,Christopher Antwi-Adjei,Paderborn,5,423,0,0,0.76,0.18,0.16,0.04,4,2019
335,Marek Suchy,Augsburg,2,131,0,0,0.00,0.00,0.0,0.0,4,2019
336,Mads Pedersen,Augsburg,2,92,0,1,0.00,0.64,0.0,0.63,4,2019
337,Taiwo Awoniyi,Mainz 05,2,25,0,0,0.14,0.00,0.5,0.0,4,2019
338,Christian Groß,Werder Bremen,3,181,0,0,0.03,0.00,0.02,0.0,4,2019
339,Zack Steffen,Fortuna Duesseldorf,5,450,0,0,0.00,0.00,0.0,0.0,4,2019
340,Jamilu Collins,Paderborn,5,450,0,0,0.78,0.24,0.16,0.05,4,2019
341,Kai Pröger,Paderborn,4,117,0,0,0.00,0.05,0.0,0.04,4,2019
342,Klaus Gjasula,Paderborn,5,428,0,0,0.08,0.06,0.02,0.01,4,2019
343,Sebastian Vasiliadis,Paderborn,5,450,0,1,0.36,1.54,0.07,0.31,4,2019
344,Christopher Antwi-Adjei,Paderborn,5,423,0,0,0.76,0.18,0.16,0.04,4,2019
345,Marek Suchy,Augsburg,2,131,0,0,0.00,0.00,0.0,0.0,4,2019
346,Mads Pedersen,Augsburg,2,92,0,1,0.00,0.64,0.0,0.63,4,2019
347,Taiwo Awoniyi,Mainz 05,2,25,0,0,0.14,0.00,0.5,0.0,4,2019
348,Christian Groß,Werder Bremen,3,181,0,0,0.03,0.00,0.02,0.0,4,2019
349,Zack Steffen,Fortuna Duesseldorf,5,450,0,0,0.00,0.00,0.0,0.0,4,2019
350,Jamilu Collins,Paderborn,5,450,0,0,0.78,0.24,0.16,0.05,4,2019
351,Kai Pröger,Paderborn,4,117,0,0,0.00,0.05,0.0,0.04,4,2019
352,Klaus Gjasula,Paderborn,5,428,0,0,0.08,0.06,0.02,0.01,4,2019
353,Sebastian Vasiliadis,Paderborn,5,450,0,1,0.36,1.54,0.07,0.31,4,2019
354,Christopher Antwi-Adjei,Paderborn,5,423,0,0,0.76,0.18,0.16,0.04,4,2019
355,Marek Suchy,Augsburg,2,131,0,0,0.00,0.00,0.0,0.0,4,2019
356,Mads Pedersen,Augsburg,2,92,0,1,0.00,0.64,0.0,0.63,4,2019
357,Taiwo Awoniyi,Mainz 05,2,25,0,0,0.14,0.00,0.5,0.0,4,2019
358,Christian Groß,Werder Bremen,3,181,0,0,0.03,0.00,0.02,0.0,4,2019
359,Zack Steffen,Fortuna Duesseldorf,5,450,0,0,0.00,0.00,0.0,0.0,4,2019
